* This is the BiomeMobWeight report file that is output every time the server starts.
* 
* Spawn Balance Utility (SBU) will use this file ONLY if it is renamed to BiomeMobWeight.csv.
* Lines starting with '*' are comments and ignored
* When this file is read, SBU writes summary information to the log file.
* 
1, desert, sgjourney:abydos_desert, MONSTER, alexsmobs:farseer, 50, 1, 1
5093, ocean, minecraft:deep_ocean, MONSTER, cataclysm:deepling_angler, 50, 1, 1
5094, ocean, minecraft:deep_ocean, MONSTER, cataclysm:deepling_brute, 50, 1, 1
5095, ocean, minecraft:deep_ocean, MONSTER, cataclysm:deepling_priest, 50, 1, 1
5096, ocean, minecraft:deep_ocean, MONSTER, cataclysm:deepling_warlock, 50, 1, 1
5097, ocean, minecraft:deep_ocean, MONSTER, cataclysm:coral_golem, 50, 1, 1
5098, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
5099, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
5100, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
5101, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
5102, ocean, minecraft:deep_ocean, MONSTER, foolish:depthsplitter, 50, 1, 1
5103, ocean, minecraft:deep_ocean, MONSTER, ancient_elements:dig, 50, 2, 2
5104, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5105, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
5106, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
5107, ocean, minecraft:deep_ocean, MONSTER, ancient_elements:drimble, 10, 1, 1
5108, ocean, minecraft:deep_ocean, MONSTER, foolish:excavore, 50, 1, 1
5109, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5110, ocean, minecraft:deep_ocean, MONSTER, foolish:harpoon, 50, 1, 1
5111, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5112, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5113, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5114, ocean, minecraft:deep_ocean, MONSTER, adamsarsplus:mage, 50, 1, 2
5115, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5116, ocean, minecraft:deep_ocean, MONSTER, goety:reaper, 20, 1, 1
5117, ocean, minecraft:deep_ocean, MONSTER, goety:wraith, 20, 1, 1
5118, ocean, minecraft:deep_ocean, MONSTER, goety:web_spider, 10, 4, 4
5119, ocean, minecraft:deep_ocean, MONSTER, goety:warlock, 10, 1, 1
5120, ocean, minecraft:deep_ocean, MONSTER, goety:heretic, 15, 1, 1
5121, ocean, minecraft:deep_ocean, MONSTER, goety:maverick, 15, 1, 1
5122, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
5123, ocean, minecraft:deep_ocean, MONSTER, mowziesmobs:grottol, 25, 1, 1
5124, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
5125, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
5126, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_creeper, 10, 1, 1
5127, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_enderman, 10, 1, 1
5128, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_skeleton, 10, 1, 1
5129, ocean, minecraft:deep_ocean, MONSTER, mutantmonsters:mutant_zombie, 10, 1, 1
5130, ocean, minecraft:deep_ocean, MONSTER, irons_spellbooks:necromancer, 50, 1, 1
5131, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5132, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5133, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5134, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
5135, ocean, minecraft:deep_ocean, MONSTER, ancient_elements:scamp, 35, 1, 1
5136, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
5137, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
5138, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5139, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
5140, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5141, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5142, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
5143, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5144, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5145, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
5146, ocean, minecraft:deep_ocean, MONSTER, ancient_elements:undead_miner, 50, 1, 2
5147, ocean, minecraft:deep_ocean, MONSTER, terramity:uvogre, 10, 1, 1
5148, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
5149, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5150, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
5151, ocean, minecraft:deep_ocean, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
5152, ocean, minecraft:deep_ocean, CREATURE, forbidden_arcanus:lost_soul, 50, 1, 3
5153, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:drygmy, 15, 1, 2
5154, ocean, minecraft:deep_ocean, CREATURE, foolish:giant_isopod, 50, 4, 4
5155, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:gift_starby, 50, 1, 1
5156, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:starbuncle, 25, 1, 2
5157, ocean, minecraft:deep_ocean, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5158, ocean, minecraft:deep_ocean, CREATURE, ars_nouveau:whirlisprig, 15, 1, 2
5159, ocean, minecraft:deep_ocean, AMBIENT, minecraft:bat, 50, 8, 8
5160, ocean, minecraft:deep_ocean, AMBIENT, caverns_and_chasms:glare, 50, 1, 1
5161, ocean, minecraft:deep_ocean, AMBIENT, alexsmobs:fly, 50, 2, 3
5162, ocean, minecraft:deep_ocean, AMBIENT, terramity:blue_fairy, 50, 1, 2
5163, ocean, minecraft:deep_ocean, AMBIENT, terramity:cave_gnome, 10, 1, 3
5164, ocean, minecraft:deep_ocean, AMBIENT, terramity:green_fairy, 50, 2, 3
5165, ocean, minecraft:deep_ocean, AMBIENT, terramity:pink_fairy, 50, 1, 2
5166, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 50, 4, 6
5167, ocean, minecraft:deep_ocean, UNDERGROUND_WATER_CREATURE, species:deepfish, 10, 4, 6
5168, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:squid, 50, 1, 4
5169, ocean, minecraft:deep_ocean, WATER_CREATURE, minecraft:dolphin, 50, 1, 2
5170, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:cachalot_whale, 50, 1, 2
5171, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:frilled_shark, 50, 1, 1
5172, ocean, minecraft:deep_ocean, WATER_CREATURE, alexsmobs:giant_squid, 50, 1, 2
5173, ocean, minecraft:deep_ocean, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5174, ocean, minecraft:deep_ocean, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5175, ocean, minecraft:deep_ocean, WATER_CREATURE, ancient_elements:whirl, 50, 1, 2
5176, ocean, minecraft:deep_ocean, WATER_AMBIENT, minecraft:cod, 50, 3, 6
5177, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:sea_bunny, 50, 1, 2
5178, ocean, minecraft:deep_ocean, WATER_AMBIENT, crittersandcompanions:dumbo_octopus, 50, 1, 1
5179, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:blobfish, 50, 2, 2
5180, ocean, minecraft:deep_ocean, WATER_AMBIENT, alexsmobs:devils_hole_pupfish, 50, 5, 12
5181, ocean, minecraft:deep_ocean, WATER_AMBIENT, fintastic:minnow, 10, 3, 8
5182, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_centipede, 50, 1, 4
5183, none, deeperdarker:deeplands, MONSTER, deeperdarker:sculk_snapper, 50, 3, 6
5184, none, deeperdarker:deeplands, MONSTER, deeperdarker:shattered, 50, 2, 4
5185, none, deeperdarker:deeplands, MONSTER, minecraft:phantom, 50, 1, 2
5186, none, deeperdarker:deeplands, MONSTER, blighted_beasts:bloater, 50, 1, 1
5187, none, deeperdarker:deeplands, MONSTER, blighted_beasts:reaper, 50, 1, 2
5188, none, deeperdarker:deeplands, MONSTER, blighted_beasts:reverb, 50, 1, 1
5189, none, deeperdarker:deeplands, MONSTER, blighted_beasts:seer, 50, 1, 1
5190, none, deeperdarker:deeplands, MONSTER, blighted_beasts:skitter, 50, 1, 3
5191, none, deeperdarker:deeplands, MONSTER, alexsmobs:farseer, 50, 1, 1
5192, none, deeperdarker:deeplands, MONSTER, alexsmobs:skreecher, 50, 1, 1
5193, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
5194, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
5195, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
5196, none, deeperdarker:deeplands, MONSTER, quark:stoneling, 10, 1, 1
5197, none, deeperdarker:deeplands, MONSTER, quark:toretoise, 10, 2, 4
5198, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5199, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5200, none, deeperdarker:deeplands, MONSTER, ancient_elements:boulder, 50, 1, 1
5201, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
5202, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
5203, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
5204, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
5205, none, deeperdarker:deeplands, MONSTER, ancient_elements:dig, 50, 2, 2
5206, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5207, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
5208, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
5209, none, deeperdarker:deeplands, MONSTER, ancient_elements:drimble, 10, 1, 1
5210, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5211, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5212, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5213, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5214, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5215, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
5216, none, deeperdarker:deeplands, MONSTER, mowziesmobs:grottol, 25, 1, 1
5217, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
5218, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
5219, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5220, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5221, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5222, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
5223, none, deeperdarker:deeplands, MONSTER, ancient_elements:scamp, 35, 1, 1
5224, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
5225, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
5226, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5227, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
5228, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5229, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5230, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
5231, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5232, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5233, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
5234, none, deeperdarker:deeplands, MONSTER, terramity:uvogre, 10, 1, 1
5235, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
5236, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5237, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
5238, none, deeperdarker:deeplands, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
5239, none, deeperdarker:deeplands, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5240, none, deeperdarker:deeplands, AMBIENT, terramity:blue_fairy, 50, 1, 2
5241, none, deeperdarker:deeplands, AMBIENT, terramity:cave_gnome, 10, 1, 3
5242, none, deeperdarker:deeplands, AMBIENT, terramity:green_fairy, 50, 2, 3
5243, none, deeperdarker:deeplands, AMBIENT, terramity:pink_fairy, 50, 1, 2
5244, none, deeperdarker:deeplands, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5245, none, deeperdarker:deeplands, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5246, none, terrablender:deferred_placeholder, MONSTER, alexsmobs:farseer, 50, 1, 1
5247, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
5248, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
5249, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
5250, none, terrablender:deferred_placeholder, MONSTER, quark:stoneling, 10, 1, 1
5251, none, terrablender:deferred_placeholder, MONSTER, quark:toretoise, 10, 2, 4
5252, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5253, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5254, none, terrablender:deferred_placeholder, MONSTER, ancient_elements:boulder, 50, 1, 1
5255, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
5256, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
5257, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
5258, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
5259, none, terrablender:deferred_placeholder, MONSTER, ancient_elements:dig, 50, 2, 2
5260, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5261, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
5262, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
5263, none, terrablender:deferred_placeholder, MONSTER, ancient_elements:drimble, 10, 1, 1
5264, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5265, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5266, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5267, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5268, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5269, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
5270, none, terrablender:deferred_placeholder, MONSTER, mowziesmobs:grottol, 25, 1, 1
5271, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
5272, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
5273, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5274, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5275, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5276, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
5277, none, terrablender:deferred_placeholder, MONSTER, ancient_elements:scamp, 35, 1, 1
5278, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
5279, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
5280, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5281, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
5282, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5283, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5284, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
5285, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5286, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5287, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
5288, none, terrablender:deferred_placeholder, MONSTER, terramity:uvogre, 10, 1, 1
5289, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
5290, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5291, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
5292, none, terrablender:deferred_placeholder, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
5293, none, terrablender:deferred_placeholder, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5294, none, terrablender:deferred_placeholder, AMBIENT, terramity:blue_fairy, 50, 1, 2
5295, none, terrablender:deferred_placeholder, AMBIENT, terramity:cave_gnome, 10, 1, 3
5296, none, terrablender:deferred_placeholder, AMBIENT, terramity:green_fairy, 50, 2, 3
5297, none, terrablender:deferred_placeholder, AMBIENT, terramity:pink_fairy, 50, 1, 2
5298, none, terrablender:deferred_placeholder, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5299, none, terrablender:deferred_placeholder, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5300, none, undergarden:dense_forest, MONSTER, undergarden:nargoyle, 50, 1, 1
5301, none, undergarden:dense_forest, MONSTER, undergarden:muncher, 50, 1, 1
5302, none, undergarden:dense_forest, MONSTER, undergarden:sploogie, 50, 1, 1
5303, none, undergarden:dense_forest, MONSTER, undergarden:rotling, 60, 2, 4
5304, none, undergarden:dense_forest, MONSTER, undergarden:rotwalker, 60, 4, 4
5305, none, undergarden:dense_forest, MONSTER, undergarden:rotbeast, 60, 1, 2
5306, none, undergarden:dense_forest, MONSTER, undergarden:stoneborn, 60, 1, 3
5307, none, undergarden:dense_forest, MONSTER, alexsmobs:farseer, 50, 1, 1
5308, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:baby_skeleton, 50, 1, 2
5309, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:baby_spider, 50, 3, 5
5310, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:barrel_zombie, 50, 1, 1
5311, none, undergarden:dense_forest, MONSTER, quark:stoneling, 10, 1, 1
5312, none, undergarden:dense_forest, MONSTER, quark:toretoise, 10, 2, 4
5313, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:bloody_gadfly, 10, 1, 1
5314, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:bonescaller, 10, 1, 1
5315, none, undergarden:dense_forest, MONSTER, ancient_elements:boulder, 50, 1, 1
5316, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:corpse_fly, 10, 1, 3
5317, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:dark_vortex, 10, 1, 1
5318, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:decaying_zombie, 10, 1, 1
5319, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:decrepit_skeleton, 10, 1, 1
5320, none, undergarden:dense_forest, MONSTER, ancient_elements:dig, 50, 2, 2
5321, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:dire_hound_leader, 10, 1, 1
5322, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:door_knight, 10, 1, 1
5323, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:dread_hound, 10, 3, 5
5324, none, undergarden:dense_forest, MONSTER, ancient_elements:drimble, 10, 1, 1
5325, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:fallen_chaos_knight, 10, 1, 1
5326, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:krampus, 10, 1, 1
5327, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:krampus_henchman, 10, 2, 3
5328, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:lifestealer, 10, 1, 1
5329, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:missioner, 10, 1, 1
5330, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:mother_spider, 10, 1, 1
5331, none, undergarden:dense_forest, MONSTER, mowziesmobs:grottol, 25, 1, 1
5332, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:mr_pumpkin, 10, 1, 3
5333, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:mrs_pumpkin, 10, 1, 1
5334, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:nightmare_stalker, 10, 1, 1
5335, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:phantom_creeper, 10, 1, 1
5336, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:pumpkin_bruiser, 10, 1, 1
5337, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:restless_spirit, 10, 1, 1
5338, none, undergarden:dense_forest, MONSTER, ancient_elements:scamp, 35, 1, 1
5339, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:senor_pumpkin, 15, 1, 2
5340, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:siamese_skeletons, 10, 1, 1
5341, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:sir_pumpkinhead, 10, 1, 1
5342, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:skeleton_demoman, 10, 1, 1
5343, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:skeleton_thrasher, 10, 1, 1
5344, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:spirit_guide_assistant, 10, 2, 2
5345, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:spirit_guide, 10, 1, 1
5346, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:spiritof_chaos, 10, 1, 1
5347, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:supreme_bonescaller, 10, 1, 1
5348, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:swarmer, 10, 1, 1
5349, none, undergarden:dense_forest, MONSTER, terramity:uvogre, 10, 1, 1
5350, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:zombie_bruiser, 10, 1, 1
5351, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:zombie_clown, 10, 1, 1
5352, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:zombie_fisherman, 10, 1, 1
5353, none, undergarden:dense_forest, MONSTER, born_in_chaos_v1:zombie_lumberjack, 10, 1, 1
5354, none, undergarden:dense_forest, CREATURE, undergarden:gloomper, 60, 4, 4
5355, none, undergarden:dense_forest, CREATURE, undergarden:brute, 60, 4, 4
5356, none, undergarden:dense_forest, CREATURE, undergarden:mog, 60, 4, 4
5357, none, undergarden:dense_forest, CREATURE, undergarden:dweller, 60, 4, 4
5358, none, undergarden:dense_forest, CREATURE, born_in_chaos_v1:thornshell_crab, 10, 1, 1
5359, none, undergarden:dense_forest, AMBIENT, undergarden:scintling, 50, 4, 8
5360, none, undergarden:dense_forest, AMBIENT, terramity:blue_fairy, 50, 1, 2
5361, none, undergarden:dense_forest, AMBIENT, terramity:cave_gnome, 10, 1, 3
5362, none, undergarden:dense_forest, AMBIENT, terramity:green_fairy, 50, 2, 3
5363, none, undergarden:dense_forest, AMBIENT, terramity:pink_fairy, 50, 1, 2
5364, none, undergarden:dense_forest, WATER_CREATURE, born_in_chaos_v1:corpse_fish, 10, 3, 5
5365, none, undergarden:dense_forest, WATER_CREATURE, born_in_chaos_v1:glutton_fish, 10, 1, 1
5366, desert, minecraft:desert, MONSTER, minecraft:spider, 60, 4, 4
5367, desert, minecraft:desert, MONSTER, minecraft:zombie, 50, 4, 4
5368, desert, minecraft:desert, MONSTER, minecraft:zombie_villager, 50, 1, 1
5369, desert, minecraft:desert, MONSTER, minecraft:skeleton, 60, 4, 4
5370, desert, minecraft:desert, MONSTER, minecraft:creeper, 60, 4, 4
5371, desert, minecraft:desert, MONSTER, minecraft:slime, 60, 4, 4
5372, desert, minecraft:desert, MONSTER, minecraft:enderman, 40, 1, 4
5373, desert, minecraft:desert, MONSTER, minecraft:witch, 30, 1, 1
5374, desert, minecraft:desert, MONSTER, minecraft:husk, 60, 4, 4
5375, desert, minecraft:desert, MONSTER, species:bewereager, 50, 1, 2
5376, desert, minecraft:desert, MONSTER, species:cliff_hanger, 50, 1, 1
5377, desert, minecraft:desert, MONSTER, species:ghoul, 50, 1, 1
